1.01812	0
1.02059	262.737
1.02541	260.815
1.02779	313.305
1.03007	350.808
1.03249	374.775
1.03707	352.708
1.03974	365.523
1.0424	375.904
1.04725	357.593
1.0521	344.181
1.05913	317.117
1.06149	328.061
1.07117	293.222
1.07355	302.755
1.07598	311.274
1.08328	296.085
1.0935	273.191
1.0958	280.94
1.10091	278.735
1.11573	249.875
1.11852	255.24
1.12085	261.461
1.12346	266.716
1.12814	266.714
1.13049	272.133
1.1378	266.054
1.14244	266.161
1.1448	270.968
1.15271	264.426
1.15552	268.041
1.15795	272.24
1.17597	249.397
1.1856	242.601
1.19047	242.982
1.19325	246.209
1.19594	249.461
1.19825	253.144
1.20534	250.259
1.21068	249.805
1.22541	238.202
1.22795	241.233
1.23263	241.782
1.23527	244.561
1.24281	241.935
1.24537	244.674
1.24784	247.448
1.2502	250.282
1.25509	250.382
1.2577	252.84
1.26252	252.959
1.26786	252.551
1.27264	252.71
1.27783	252.468
1.28027	254.858
1.28264	257.271
1.28497	259.681
1.29261	257.022
1.29966	255.035
1.30232	257.023
1.30929	255.171
1.31157	257.424
1.314	259.512
1.31634	261.644
1.31898	263.482
1.32397	263.266
1.32646	265.173
1.32889	267.101
1.33612	264.968
1.33887	266.576
1.34132	268.404
1.3484	266.442
1.36339	258.541
1.3737	254.58
1.38372	251.038
1.39069	249.7
1.39306	251.439
1.40044	249.86
1.408	248.225
1.41316	248.143
1.41844	247.988
1.42074	249.662
1.42633	249.302
1.44601	240.798
1.45339	239.589
1.45603	240.987
1.45851	242.456
1.46086	243.98
1.46838	242.684
1.47304	242.94
1.47573	244.232
1.47829	245.579
1.48085	246.911
1.48557	247.087
1.49792	243.346
1.50031	244.721
1.50278	246.043
1.51016	244.894
1.51293	246.04
1.51765	246.213
1.52002	247.531
1.52231	248.876
1.52459	250.213
1.5297	250.154
1.532	251.457
1.53943	250.272
1.54194	251.45
1.54438	252.651
1.5521	251.341
1.55988	250.04
1.56225	251.24
1.56467	252.406
1.57258	251.062
1.5752	252.117
1.57759	253.266
1.58056	254.144
1.58561	254.081
1.58796	255.219
1.5903	256.352
1.59517	256.351
1.59982	256.447
1.60212	257.57
1.61515	254.052
1.61773	255.037
1.62008	256.11
1.62251	257.141
1.62497	258.152
1.63017	257.998
1.63269	258.967
1.63521	259.929
1.63754	260.962
1.64025	261.828
1.6426	262.837
1.64532	263.684
1.64768	264.675
1.65309	264.386
1.65574	265.241
1.65804	266.235
1.66057	267.126
1.66534	267.085
1.68022	262.982
1.68259	263.919
1.68504	264.818
1.69015	264.662
1.69243	265.614
1.70035	264.364
1.70519	264.319
1.71258	263.306
1.71781	263.122
1.7201	264.039
1.72245	264.927
1.72771	264.722
1.73045	265.454
1.73507	265.484
1.73735	266.375
1.75597	261.359
1.76379	260.295
1.76648	261.025
1.77388	260.123
1.77617	260.981
1.77855	261.803
1.78591	260.922
1.80119	257.434
1.80656	257.264
1.80894	258.066
1.82453	254.634
1.82936	254.656
1.8389	253.221
1.84136	253.978
1.84852	253.293
1.85151	253.88
1.85885	253.15
1.87933	248.591
1.88409	248.666
1.89139	248.018
1.90137	246.632
1.90647	246.621
1.91126	246.695
1.91629	246.703
1.92098	246.804
1.92328	247.554
1.933	246.291
1.93549	246.981
1.93831	247.579
1.94635	246.781
1.94875	247.484
1.95366	247.519
1.95861	247.543
1.96599	246.934
1.97081	246.994
1.97355	247.591
1.9813	246.896
1.98865	246.313
1.991	246.999
1.99351	247.642
1.99863	247.622
2.0037	247.614
2.01582	245.861
2.02071	245.906
2.02314	246.552
2.02562	247.183
2.02832	247.756
2.03063	248.422
2.0333	248.997
2.03611	249.534
2.03894	250.064
2.04942	248.735
2.05731	248.049
2.05979	248.656
2.06757	248.003
2.0703	248.544
2.07314	249.057
2.08038	248.536
2.08317	249.055
2.09582	247.293
2.10821	245.631
2.11062	246.23
2.11308	246.816
2.12918	244.367
2.13172	244.93
2.13636	245.029
2.14577	244.093
2.16101	241.934
2.16336	242.526
